STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TMAX,TMIN,TAVG
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/2/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/3/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/4/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/5/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/6/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/7/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/8/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/9/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/10/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/11/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/12/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/13/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/14/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/15/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/16/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/17/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/18/2024,0.87,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/19/2024,0.04,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/20/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/21/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/22/2024,0.27,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/23/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/24/2024,0.09,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/25/2024,0.7,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/26/2024,0.79,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/27/2024,0.03,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/28/2024,0.14,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/29/2024,0.1,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,9/30/2024,0.02,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/1/2024,0.18,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/2/2024,0.77,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/3/2024,0.01,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/4/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/5/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/6/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/7/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/8/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/9/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/15/2024,,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/16/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/17/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/18/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/19/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/20/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/21/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/22/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/23/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/24/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/25/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/26/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/27/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/28/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/29/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/30/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,10/31/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/1/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/2/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/3/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/4/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/5/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/6/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/7/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/8/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/9/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/10/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/11/2024,0.2,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/12/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/13/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/14/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/15/2024,0.21,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/16/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/17/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/18/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/19/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/20/2024,0.02,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/21/2024,0.77,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/22/2024,0.01,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/23/2024,0.19,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/24/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/25/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,11/26/2024,0.07,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,12/2/2024,,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,12/3/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,12/4/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,12/5/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,12/6/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,12/7/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,12/8/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,12/9/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,12/10/2024,0.06,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,12/11/2024,0.24,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,12/12/2024,0.97,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,12/13/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,12/14/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,12/15/2024,0,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,12/16/2024,0.65,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,12/18/2024,,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,12/19/2024,0.13,,,
US1DCDC0009,"WASHINGTON 2.0 SSW, DC US",38.876594,-77.022402,3,12/20/2024,0,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/1/2024,0,48,32,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/2/2024,0.01,48,32,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/3/2024,0,52,30,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/4/2024,0,46,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/5/2024,0,37,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/7/2024,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/8/2024,0,52,39,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/9/2024,0,45,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/10/2024,2.27,58,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/11/2024,0,58,27,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/12/2024,0,50,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/13/2024,0.35,53,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/14/2024,0.01,53,19,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/15/2024,0.01,46,22,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/16/2024,0.3,46,26,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/18/2024,0,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/19/2024,0.33,35,17,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/20/2024,0.1,30,15,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/22/2024,0,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/23/2024,0,37,15,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/24/2024,0,47,24,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/25/2024,0.08,49,37,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/26/2024,0.03,66,46,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/27/2024,0,78,41,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/29/2024,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/30/2024,0,47,37,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,1/31/2024,0,41,36,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/1/2024,0,42,28,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/2/2024,0,52,29,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/3/2024,0,49,32,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/4/2024,0,47,26,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/5/2024,0,51,26,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/6/2024,0,51,27,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/7/2024,0,45,24,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/9/2024,0,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/10/2024,0,62,38,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/11/2024,0.07,62,49,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/12/2024,0.06,51,45,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/13/2024,0.84,78,37,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/14/2024,0.12,47,34,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/15/2024,0,45,26,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/16/2024,0,49,29,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/17/2024,0.14,48,31,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/18/2024,0,38,23,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/20/2024,0,49,26,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/21/2024,0,49,26,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/22/2024,0,48,26,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/23/2024,0.01,50,27,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/24/2024,0.06,50,36,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/25/2024,0,52,23,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/26/2024,0.02,45,29,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/27/2024,0,67,34,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/28/2024,0.08,64,37,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/29/2024,0.3,64,31,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/1/2024,0,48,26,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/2/2024,0.41,52,28,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/3/2024,0.48,54,38,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/4/2024,0,66,43,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/5/2024,0.41,68,46,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/6/2024,0.22,57,45,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/7/2024,0.29,53,49,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/8/2024,0,65,42,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/9/2024,0.05,59,41,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/10/2024,0.9,52,41,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/11/2024,0.01,48,37,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/12/2024,0,56,37,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/13/2024,0,74,40,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/14/2024,0,72,40,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/15/2024,0,79,43,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/16/2024,0.04,74,46,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/17/2024,0,65,46,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/19/2024,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/20/2024,0,63,33,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/21/2024,0,69,31,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/22/2024,0,50,29,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/23/2024,0.86,51,31,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/24/2024,0.74,55,29,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/25/2024,0,52,30,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/26/2024,0,56,32,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/27/2024,0.01,61,34,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/28/2024,0.88,62,44,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/29/2024,0,52,36,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/30/2024,0,64,34,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/31/2024,0.05,64,42,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/1/2024,0.37,68,48,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/2/2024,0.28,56,48,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/3/2024,0.43,52,46,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/4/2024,1.43,51,36,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/5/2024,0.07,57,36,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/8/2024,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/9/2024,0,71,37,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/10/2024,0,79,50,
